transaction_id,date,customer_id,product_id,category,region,channel,units,list_price,selling_price,discount,discount_pct,revenue,variable_cost,gross_profit,promotion_flag,promotion_type,customer_segment
TXN_035959,2025-08-08,CST_0184,PRD_115,Consumer Electronics,North,Physical Retail Store,2,39529.0,39529.0,0.0,0.0,79058.0,73156.72,5901.28,0,Baseline / None,Retail Gold
TXN_035960,2024-05-04,CST_0109,PRD_117,Apparel & Fashion,South,E-Commerce Direct,4,889.0,889.0,0.0,0.0,3556.0,1601.0,1955.0,0,Baseline / None,Retail Gold
TXN_035961,2024-02-29,CST_0218,PRD_117,Apparel & Fashion,South,Physical Retail Store,3,889.0,889.0,0.0,0.0,2667.0,1094.07,1572.93,0,Baseline / None,Retail Silver
TXN_035962,2024-05-10,CST_0552,PRD_164,Footwear,West,E-Commerce Direct,4,5049.0,5049.0,0.0,0.0,20196.0,10806.24,9389.76,0,Baseline / None,Retail Standard
TXN_035963,2025-05-02,CST_0703,PRD_117,Apparel & Fashion,North-East,Physical Retail Store,2,889.0,889.0,0.0,0.0,1778.0,729.38,1048.62,0,Baseline / None,Retail Gold
TXN_035964,2024-06-22,CST_0061,PRD_156,Footwear,North-East,E-Commerce Marketplace,4,2309.0,1941.87,367.13,15.9,7767.48,6283.33,1484.15,1,Flash Wednesday,Retail Silver
TXN_035965,2025-06-11,CST_0092,PRD_155,FMCG & Personal Care,East,Physical Retail Store,4,412.12,412.12,0.0,0.0,1648.48,1382.18,266.3,0,Baseline / None,Retail Gold
TXN_035966,2025-08-21,CST_0190,PRD_122,Apparel & Fashion,East,E-Commerce Marketplace,2,749.0,659.12,89.88,12.0,1318.24,722.83,595.41,1,Flash Wednesday,Retail Gold
TXN_035967,2025-09-02,CST_0430,PRD_110,Consumer Electronics,North,Physical Retail Store,3,29499.0,29499.0,0.0,0.0,88497.0,79724.91,8772.09,0,Baseline / None,Retail Standard
TXN_035968,2025-04-07,CST_0119,PRD_103,Consumer Electronics,West,Physical Retail Store,4,12249.0,12249.0,0.0,0.0,48996.0,44801.96,4194.04,0,Baseline / None,Retail Standard
TXN_035969,2024-09-01,CST_0048,PRD_133,Home & Kitchen,Central,Physical Retail Store,4,4299.0,4299.0,0.0,0.0,17196.0,11059.92,6136.08,0,Baseline / None,Retail Platinum
TXN_035970,2024-09-16,CST_0003,PRD_163,Footwear,North-East,Physical Retail Store,3,1979.0,1979.0,0.0,0.0,5937.0,3402.63,2534.37,0,Baseline / None,Retail Silver
TXN_035971,2024-05-15,CST_0232,PRD_166,Beauty & Cosmetics,North,Physical Retail Store,4,1629.0,1629.0,0.0,0.0,6516.0,3294.36,3221.64,0,Baseline / None,Retail Silver
TXN_035972,2025-06-01,CST_0252,PRD_169,Beauty & Cosmetics,North,E-Commerce Direct,76,1959.0,1649.48,309.52,15.8,125360.48,64791.0,60569.48,0,Baseline / None,B2B SMB
TXN_035973,2024-02-09,CST_0212,PRD_138,Home & Kitchen,Central,Physical Retail Store,2,9449.0,8315.12,1133.88,12.0,16630.24,11477.87,5152.37,1,Flash Wednesday,Retail Standard
TXN_035974,2024-03-18,CST_0571,PRD_157,Footwear,South,Physical Retail Store,24,5629.0,5077.36,551.64,9.8,121856.64,67499.23,54357.41,0,Baseline / None,B2B SMB
TXN_035975,2025-11-11,CST_0293,PRD_128,Apparel & Fashion,North-East,Physical Retail Store,4,3229.0,2744.65,484.35,15.0,10978.6,5271.33,5707.27,1,Navratri Special,Retail Standard
TXN_035976,2025-01-30,CST_0119,PRD_140,Home & Kitchen,West,E-Commerce Marketplace,2,5239.0,3667.3,1571.7,30.0,7334.6,7884.28,-549.68,1,EOSS Clearance,Retail Standard
TXN_035977,2025-02-12,CST_0117,PRD_104,Consumer Electronics,North,Physical Retail Store,2,6129.0,6129.0,0.0,0.0,12258.0,10338.18,1919.82,0,Baseline / None,Retail Silver
TXN_035978,2024-08-10,CST_0219,PRD_105,Consumer Electronics,South,E-Commerce Marketplace,3,40069.0,40069.0,0.0,0.0,120207.0,112897.53,7309.47,0,Baseline / None,Retail Gold
TXN_035979,2025-10-19,CST_0729,PRD_139,Home & Kitchen,North-East,E-Commerce Direct,3,10229.0,8694.65,1534.35,15.0,26083.95,22851.18,3232.77,1,Navratri Special,Retail Silver
TXN_035980,2024-01-05,CST_0621,PRD_117,Apparel & Fashion,South,E-Commerce Marketplace,88,889.0,455.17,433.83,48.8,40054.96,33388.26,6666.7,1,EOSS Clearance,B2B Enterprise
TXN_035981,2024-02-10,CST_0015,PRD_113,Consumer Electronics,South,E-Commerce Direct,3,30999.0,30999.0,0.0,0.0,92997.0,82905.18,10091.82,0,Baseline / None,Retail Standard
TXN_035982,2024-10-09,CST_0114,PRD_123,Apparel & Fashion,South,Physical Retail Store,4,1739.0,1478.15,260.85,15.0,5912.6,3199.71,2712.89,1,Navratri Special,Retail Platinum
TXN_035983,2024-06-02,CST_0736,PRD_171,Beauty & Cosmetics,North-East,Physical Retail Store,2,3379.0,3379.0,0.0,0.0,6758.0,3376.6,3381.4,0,Baseline / None,Retail Gold
TXN_035984,2025-04-20,CST_0027,PRD_132,Home & Kitchen,North-East,Physical Retail Store,2,10929.0,10929.0,0.0,0.0,21858.0,14708.68,7149.32,0,Baseline / None,Retail Standard
TXN_035985,2024-04-27,CST_0137,PRD_143,Home & Kitchen,West,Physical Retail Store,4,4659.0,4099.92,559.08,12.0,16399.68,12522.86,3876.82,1,Flash Wednesday,Retail Standard
TXN_035986,2025-08-30,CST_0291,PRD_129,Apparel & Fashion,East,E-Commerce Direct,3,989.0,989.0,0.0,0.0,2967.0,1782.57,1184.43,0,Baseline / None,Retail Gold
TXN_035987,2025-10-17,CST_0428,PRD_125,Apparel & Fashion,East,Quick-Commerce,2,2999.0,2549.15,449.85,15.0,5098.3,3739.92,1358.38,1,Navratri Special,Retail Standard
TXN_035988,2025-11-01,CST_0478,PRD_126,Apparel & Fashion,South,Physical Retail Store,2,4869.0,4869.0,0.0,0.0,9738.0,4333.16,5404.84,0,Baseline / None,Retail Standard
TXN_035989,2025-07-27,CST_0292,PRD_117,Apparel & Fashion,North-East,Physical Retail Store,4,889.0,782.32,106.68,12.0,3129.28,1437.42,1691.86,1,Flash Wednesday,Retail Standard
TXN_035990,2024-11-30,CST_0369,PRD_108,consumer_electronics,North,E-Commerce Direct,4,13859.0,11087.2,2771.8,20.0,44348.8,51758.35,-7409.55,1,Festive Dhamaka,Retail Standard
TXN_035991,2025-12-11,CST_0553,PRD_154,FMCG & Personal Care,South,E-Commerce Direct,2,619.0,619.0,0.0,0.0,1238.0,961.52,276.48,0,Baseline / None,Retail Gold
TXN_035992,2025-09-30,CST_0503,PRD_117,Apparel & Fashion,North-East,E-Commerce Direct,95,889.0,816.99,72.01,8.1,77614.05,37408.06,40205.99,0,Baseline / None,B2B SMB
TXN_035993,2024-09-10,CST_0319,PRD_172,Beauty & Cosmetics,North-East,Physical Retail Store,3,1889.0,1889.0,0.0,0.0,5667.0,2775.84,2891.16,0,Baseline / None,Retail Standard
TXN_035994,2025-10-15,CST_0408,PRD_125,Apparel & Fashion,North-East,E-Commerce Direct,4,2999.0,2999.0,0.0,0.0,11996.0,,4762.08,0,Baseline / None,Retail Silver
TXN_035995,2024-03-18,CST_0286,PRD_147,FMCG & Personal Care,North-East,E-Commerce Direct,3,1019.0,1019.0,0.0,0.0,3057.0,2463.36,593.64,0,Baseline / None,Retail Silver
TXN_035996,2025-11-18,CST_0074,PRD_117,Apparel & Fashion,East,Physical Retail Store,2,889.0,755.65,133.35,15.0,1511.3,716.05,795.25,1,Navratri Special,Retail Standard
TXN_035997,2024-01-31,CST_0523,PRD_158,Footwear,Central,Physical Retail Store,4,4089.0,2862.3,1226.7,30.0,11449.2,7820.42,3628.78,1,EOSS Clearance,Retail Silver
TXN_035998,2024-08-10,CST_0628,PRD_170,Beauty & Cosmetics,North-East,Physical Retail Store,1,1459.0,1459.0,0.0,0.0,1459.0,518.88,940.12,0,Baseline / None,Retail Silver
TXN_035999,2024-10-13,CST_0528,PRD_159,Footwear,North,E-Commerce Marketplace,2,4979.0,3983.2,995.8,20.0,7966.4,6676.01,1290.39,1,Festive Dhamaka,Retail Standard
TXN_036000,2024-09-19,CST_0537,PRD_127,Apparel & Fashion,Central,E-Commerce Direct,4,4729.0,4729.0,0.0,0.0,18916.0,8720.92,10195.08,0,Baseline / None,Retail Standard
TXN_036001,2025-05-13,CST_0123,PRD_150,FMCG & Personal Care,West,E-Commerce Direct,94,178.23,163.97,14.26,8.0,15413.18,14518.99,894.19,0,Baseline / None,B2B SMB
TXN_036002,2024-04-08,CST_0634,PRD_137,Home & Kitchen,South,Physical Retail Store,2,969.0,852.72,116.28,12.0,1705.44,1150.25,555.19,1,Flash Wednesday,Retail Standard
TXN_036003,2025-10-11,CST_0750,PRD_117,Apparel & Fashion,West,Physical Retail Store,4,889.0,889.0,0.0,0.0,3556.0,1458.76,2097.24,0,Baseline / None,Retail Silver
TXN_036004,2024-11-08,CST_0743,PRD_131,Home & Kitchen,Central,E-Commerce Direct,1,5599.0,4479.2,1119.8,20.0,4479.2,3967.36,511.84,1,Festive Dhamaka,Retail Gold
TXN_036005,2024-06-24,CST_0098,PRD_139,Home & Kitchen,Central,Quick-Commerce,1,10229.0,10229.0,0.0,0.0,10229.0,8164.31,2064.69,0,Baseline / None,Retail Standard
TXN_036006,2024-12-22,CST_0724,PRD_138,Home & Kitchen,North,E-Commerce Marketplace,4,9449.0,9449.0,0.0,0.0,37796.0,26206.2,11589.8,0,Baseline / None,Retail Standard
TXN_036007,2024-06-29,CST_0352,PRD_143,Home & Kitchen,South,Physical Retail Store,3,4659.0,4659.0,0.0,0.0,13977.0,9476.01,4500.99,0,Baseline / None,Retail Silver
TXN_036008,2024-03-02,CST_0613,PRD_133,Home & Kitchen,North,E-Commerce Marketplace,1,4299.0,3783.12,515.88,12.0,3783.12,3041.84,741.28,1,Flash Wednesday,Retail Platinum
TXN_036009,2025-07-19,CST_0119,PRD_168,Beauty & Cosmetics,West,E-Commerce Marketplace,3,3319.0,2323.3,995.7,30.0,6969.9,5240.97,1728.93,1,EOSS Clearance,Retail Standard
TXN_036010,2024-03-18,CST_0001,PRD_103,Consumer Electronics,West,Physical Retail Store,4,12249.0,10779.12,1469.88,12.0,43116.48,44507.98,-1391.5,1,Flash Wednesday,Retail Standard
TXN_036011,2025-04-11,CST_0115,PRD_124,Apparel & Fashion,West,E-Commerce Direct,100,1969.0,1468.87,500.13,25.4,146887.0,101034.83,45852.17,0,Baseline / None,B2B Enterprise
TXN_036012,2025-10-04,CST_0207,PRD_137,Home & Kitchen,North,E-Commerce Direct,3,969.0,755.82,213.18,22.0,2267.46,1801.54,465.92,1,Navratri Special,Retail Standard
TXN_036013,2025-09-21,CST_0655,PRD_120,Apparel & Fashion,North-East,Physical Retail Store,1,3609.0,3175.92,433.08,12.0,3175.92,1826.05,1349.87,1,Flash Wednesday,Retail Gold
TXN_036014,2024-05-20,CST_0338,PRD_149,FMCG & Personal Care,East,Quick-Commerce,1,749.0,749.0,0.0,0.0,749.0,648.54,100.46,0,Baseline / None,Retail Standard
TXN_036015,2024-04-23,CST_0436,PRD_165,Footwear,West,Physical Retail Store,1,839.0,839.0,0.0,0.0,839.0,468.22,370.78,0,Baseline / None,Retail Gold
TXN_036016,2024-11-01,CST_0322,PRD_104,Consumer Electronics,West,Physical Retail Store,2,6129.0,5393.52,735.48,12.0,10787.04,10264.63,522.41,1,Flash Wednesday,Retail Standard
TXN_036017,2024-02-25,CST_0576,PRD_112,Consumer Electronics,Central,Physical Retail Store,4,20759.0,20759.0,0.0,0.0,83036.0,74181.36,8854.64,0,Baseline / None,Retail Platinum
TXN_036018,2024-08-19,CST_0440,PRD_126,Apparel & Fashion,North-East,E-Commerce Marketplace,2,4869.0,4869.0,0.0,0.0,9738.0,5112.2,4625.8,0,Baseline / None,Retail Gold
TXN_036019,2025-05-28,CST_0470,PRD_161,Footwear,West,E-Commerce Direct,1,4999.0,4999.0,0.0,0.0,4999.0,2642.99,2356.01,0,Baseline / None,Retail Gold
TXN_036020,2025-11-09,CST_0290,PRD_171,Beauty & Cosmetics,North-East,Physical Retail Store,3,3379.0,2703.2,675.8,20.0,8109.6,4963.53,3146.07,1,Festive Dhamaka,Retail Silver
TXN_036021,2025-04-04,CST_0110,PRD_140,Home & Kitchen,East,E-Commerce Marketplace,4,5239.0,5239.0,0.0,0.0,20956.0,16585.84,4370.16,0,Baseline / None,Retail Standard
TXN_036022,2024-10-31,CST_0499,PRD_104,Consumer Electronics,West,Physical Retail Store,2,6129.0,4903.2,1225.8,20.0,9806.4,10215.6,-409.2,1,Festive Dhamaka,Retail Gold
TXN_036023,2024-05-01,CST_0688,PRD_140,Home & Kitchen,South,E-Commerce Direct,4,5239.0,5239.0,0.0,0.0,20956.0,15747.6,5208.4,0,Baseline / None,Retail Standard
TXN_036024,2025-11-17,CST_0268,PRD_169,Beauty & Cosmetics,South,Physical Retail Store,72,1959.0,1408.52,550.48,28.1,101413.44,55762.99,45650.45,1,Festive Dhamaka,B2B SMB
TXN_036025,2024-12-30,CST_0661,PRD_172,Beauty & Cosmetics,East,Physical Retail Store,3,1889.0,1889.0,0.0,0.0,5667.0,,2891.16,0,Baseline / None,Retail Silver
TXN_036026,2024-11-02,CST_0415,PRD_125,Apparel & Fashion,North-East,E-Commerce Direct,4,2999.0,2897.03,101.97,3.4,11588.12,7197.21,4390.91,0,Baseline / None,Retail Standard
TXN_036027,2024-03-14,CST_0394,PRD_117,Apparel & Fashion,Central,Physical Retail Store,2,889.0,889.0,0.0,0.0,1778.0,729.38,1048.62,0,Baseline / None,Retail Platinum
TXN_036028,2024-03-05,CST_0029,PRD_157,Footwear,East,E-Commerce Direct,73,5629.0,4987.29,641.71,11.4,364072.17,219544.3,144527.87,0,Baseline / None,B2B SMB
TXN_036029,2025-06-30,CST_0040,PRD_152,FMCG & Personal Care,West,E-Commerce Marketplace,4,509.0,509.0,0.0,0.0,2036.0,1738.16,297.84,0,Baseline / None,Retail Silver
TXN_036030,2025-01-21,CST_0507,PRD_122,Apparel & Fashion,North,Physical Retail Store,4,749.0,749.0,0.0,0.0,2996.0,1252.72,1743.28,0,Baseline / None,Retail Standard
TXN_036031,2024-12-02,CST_0670,PRD_144,Home & Kitchen,North,E-Commerce Direct,68,9729.0,8065.34,1663.66,17.1,548443.12,431742.24,116700.88,0,Baseline / None,B2B Enterprise
TXN_036032,2025-04-12,CST_0227,PRD_171,Beauty & Cosmetics,East,Quick-Commerce,2,3379.0,3379.0,0.0,0.0,6758.0,3917.24,2840.76,0,Baseline / None,Retail Standard
TXN_036033,2024-11-02,CST_0212,PRD_134,Home & Kitchen,Central,E-Commerce Direct,3,2599.0,2599.0,0.0,0.0,7797.0,5002.92,2794.08,0,Baseline / None,Retail Standard
TXN_036034,2024-10-09,CST_0174,PRD_157,Footwear,North,Physical Retail Store,4,5629.0,4953.52,675.48,12.0,19814.08,11225.1,8588.98,1,Flash Wednesday,Retail Gold
TXN_036035,2024-07-02,CST_0379,PRD_120,Apparel & Fashion,West,Physical Retail Store,2,3609.0,3609.0,0.0,0.0,7218.0,3695.4,3522.6,0,Baseline / None,Retail Silver
TXN_036036,2024-07-25,CST_0008,PRD_129,Apparel & Fashion,North,Quick-Commerce,1,989.0,989.0,0.0,0.0,989.0,633.75,355.25,0,Baseline / None,Retail Gold
TXN_036037,2025-08-23,CST_0043,PRD_111,Consumer Electronics,West,E-Commerce Direct,4,40739.0,40739.0,0.0,0.0,162956.0,155794.2,7161.8,0,Baseline / None,Retail Standard
TXN_036038,2024-01-26,CST_0136,PRD_144,Home & Kitchen,Central,Physical Retail Store,3,9729.0,9729.0,0.0,0.0,29187.0,18329.16,10857.84,0,Baseline / None,Retail Gold
TXN_036039,2024-12-18,CST_0215,PRD_105,Consumer Electronics,North,Quick-Commerce,4,40069.0,40069.0,0.0,0.0,160276.0,150530.04,9745.96,0,Baseline / None,Retail Platinum
TXN_036040,2025-03-03,CST_0372,PRD_134,Home & Kitchen,Central,E-Commerce Marketplace,4,2599.0,2599.0,0.0,0.0,10396.0,7086.4,3309.6,0,Baseline / None,Retail Gold
TXN_036041,2025-08-20,CST_0652,PRD_139,Home & Kitchen,North-East,Physical Retail Store,105,10229.0,9247.02,981.98,9.6,970937.1,766173.55,204763.55,0,Baseline / None,B2B SMB
TXN_036042,2024-05-12,CST_0701,PRD_120,Apparel & Fashion,North,E-Commerce Direct,4,3609.0,3609.0,0.0,0.0,14436.0,7968.24,6467.76,0,Baseline / None,Retail Silver
TXN_036043,2024-05-04,CST_0162,PRD_142,Home & Kitchen,North,Physical Retail Store,2,4899.0,4899.0,0.0,0.0,9798.0,7052.9,2745.1,0,Baseline / None,Retail Platinum
TXN_036044,2024-11-14,CST_0458,PRD_117,Apparel & Fashion,West,Physical Retail Store,1,889.0,889.0,0.0,0.0,889.0,364.69,524.31,0,Baseline / None,Retail Silver
TXN_036045,2025-12-15,CST_0325,PRD_134,Home & Kitchen,East,E-Commerce Direct,3,2599.0,2287.12,311.88,12.0,6861.36,4918.71,1942.65,1,Flash Wednesday,Retail Silver
TXN_036046,2024-12-28,CST_0553,PRD_156,Footwear,South,Physical Retail Store,4,2309.0,2031.92,277.08,12.0,8127.68,5679.94,2447.74,1,Flash Wednesday,Retail Gold
TXN_036047,2024-05-02,CST_0303,PRD_174,Beauty & Cosmetics,West,Physical Retail Store,3,2249.0,2249.0,0.0,0.0,6747.0,3032.52,3714.48,0,Baseline / None,Retail Silver
TXN_036048,2024-01-26,CST_0120,PRD_141,Home & Kitchen,South,E-Commerce Marketplace,2,11339.0,10216.44,1122.56,9.9,20432.88,15815.69,4617.19,0,Baseline / None,Retail Standard
TXN_036049,2025-09-24,CST_0388,PRD_120,Apparel & Fashion,East,Physical Retail Store,4,3609.0,3609.0,0.0,0.0,14436.0,7390.8,7045.2,0,Baseline / None,
TXN_036050,2024-05-06,CST_0556,PRD_138,Home & Kitchen,East,E-Commerce Marketplace,3,9449.0,9023.8,425.2,4.5,27071.4,19488.82,7582.58,0,Baseline / None,Retail Silver
TXN_036051,2025-03-09,CST_0208,PRD_124,Apparel & Fashion,South,E-Commerce Direct,4,1969.0,1969.0,0.0,0.0,7876.0,4221.44,3654.56,0,Baseline / None,Retail Standard
TXN_036052,2024-04-24,CST_0041,PRD_166,Beauty & Cosmetics,North-East,E-Commerce Direct,1,1629.0,1629.0,0.0,0.0,1629.0,888.75,740.25,0,Baseline / None,Retail Gold
TXN_036053,2025-03-19,CST_0427,PRD_172,Beauty & Cosmetics,East,Physical Retail Store,3,1889.0,1662.32,226.68,12.0,4986.96,2741.84,2245.12,1,Flash Wednesday,Retail Gold
TXN_036054,2024-10-14,CST_0214,PRD_147,FMCG & Personal Care,North,Physical Retail Store,3,1019.0,866.15,152.85,15.0,2598.45,2318.15,280.3,1,Navratri Special,Retail Standard
TXN_036055,2024-06-23,CST_0412,PRD_131,Home & Kitchen,North-East,Physical Retail Store,1,5599.0,4927.12,671.88,12.0,4927.12,3810.59,1116.53,1,Flash Wednesday,Retail Standard
TXN_036056,2025-10-19,CST_0498,PRD_165,Footwear,North-East,Physical Retail Store,4,839.0,738.32,100.68,12.0,2953.28,1852.74,1100.54,1,Flash Wednesday,Retail Silver
TXN_036057,2025-05-09,CST_0360,PRD_158,Footwear,East,Physical Retail Store,3,4089.0,3598.32,490.68,12.0,10794.96,5975.72,4819.24,1,Flash Wednesday,Retail Standard
TXN_036058,2024-06-06,CST_0131,PRD_163,Footwear,South,E-Commerce Marketplace,4,1979.0,1741.52,237.48,12.0,6966.08,5046.63,1919.45,1,Flash Wednesday,Retail Gold
TXN_036059,2025-11-20,CST_0506,PRD_174,Beauty & Cosmetics,North,Physical Retail Store,3,2249.0,1799.2,449.8,20.0,5397.6,2965.05,2432.55,1,Festive Dhamaka,Retail Standard
TXN_036060,2025-11-12,CST_0611,PRD_117,Apparel & Fashion  ,East,E-Commerce Marketplace,1,889.0,711.2,177.8,20.0,711.2,412.7,298.5,1,Festive Dhamaka,Retail Standard
TXN_036061,2024-01-19,CST_0044,PRD_157,Footwear,West,E-Commerce Marketplace,4,5629.0,5263.12,365.88,6.5,21052.48,12971.22,8081.26,0,Baseline / None,Retail Standard
TXN_036062,2024-06-19,CST_0656,PRD_105,Consumer Electronics,Central,E-Commerce Marketplace,2,40069.0,36142.24,3926.76,9.8,72284.48,74244.06,-1959.58,0,Baseline / None,Retail Gold
TXN_036063,2024-08-20,CST_0525,PRD_131,Home & Kitchen,North,E-Commerce Direct,1,5599.0,5599.0,0.0,0.0,5599.0,4068.14,1530.86,0,Baseline / None,Retail Platinum
TXN_036064,2024-04-23,CST_0009,PRD_102,Consumer Electronics,West,Physical Retail Store,2,48249.0,42459.12,5789.88,12.0,84918.24,83387.21,1531.03,1,Flash Wednesday,Retail Platinum
TXN_036065,2025-03-12,CST_0513,PRD_162,Footwear,North,Physical Retail Store,102,2449.0,1932.26,516.74,21.1,197090.52,154785.31,42305.21,0,Baseline / None,B2B Enterprise
TXN_036066,2025-01-05,CST_0161,PRD_159,Footwear,East,Physical Retail Store,3,4979.0,3485.3,1493.7,30.0,10455.9,8983.36,1472.54,1,EOSS Clearance,Retail Gold
TXN_036067,2024-02-27,CST_0620,PRD_170,Beauty & Cosmetics,North,E-Commerce Marketplace,4,1459.0,1459.0,0.0,0.0,5836.0,2542.4,3293.6,0,Baseline / None,Retail Standard
TXN_036068,2024-08-05,CST_0241,PRD_145,Home & Kitchen,West,Physical Retail Store,1,11629.0,11629.0,0.0,0.0,11629.0,7610.55,4018.45,0,Baseline / None,Retail Gold
TXN_036069,2025-02-28,CST_0597,PRD_161,Footwear,East,E-Commerce Direct,3,4999.0,4999.0,0.0,0.0,14997.0,7928.97,7068.03,0,Baseline / None,Retail Platinum
TXN_036070,2025-08-06,CST_0501,PRD_174,Beauty & Cosmetics,Central,Physical Retail Store,100,2249.0,1590.04,658.96,29.3,159004.0,97789.2,61214.8,1,Flash Wednesday,B2B Enterprise
TXN_036071,2024-06-18,CST_0577,PRD_118,Apparel & Fashion  ,East,Physical Retail Store,67,4849.0,4509.57,339.43,7.0,302141.19,141266.05,160875.14,0,Baseline / None,B2B SMB
TXN_036072,2024-04-17,CST_0692,PRD_122,Apparel & Fashion,South,E-Commerce Direct,3,749.0,709.3,39.7,5.3,2127.9,1018.7,1109.2,0,Baseline / None,Retail Platinum
TXN_036073,2025-04-28,CST_0191,PRD_125,Apparel & Fashion,East,E-Commerce Marketplace,4,2999.0,2999.0,0.0,0.0,11996.0,7713.76,4282.24,0,Baseline / None,Retail Silver
TXN_036074,2025-06-11,CST_0159,PRD_132,Home & Kitchen,North-East,Physical Retail Store,300,10929.0,10929.0,0.0,0.0,32787.0,22063.02,10723.98,0,Baseline / None,Retail Silver
TXN_036075,2025-08-20,CST_0310,PRD_151,FMCG & Personal Care,Central,E-Commerce Direct,3,185.14,185.14,0.0,0.0,555.42,441.31,114.11,0,Baseline / None,Retail Gold
TXN_036076,2025-07-31,CST_0004,PRD_169,Beauty & Cosmetics,East,Physical Retail Store,3,1959.0,1959.0,0.0,0.0,5877.0,2406.03,3470.97,0,Baseline / None,Retail Platinum
TXN_036077,2025-07-04,CST_0396,PRD_110,Consumer Electronics,North-East,Physical Retail Store,45,29499.0,17610.9,11888.1,40.3,792490.5,1169125.42,-376634.92,1,EOSS Clearance,B2B SMB
TXN_036078,2025-10-15,CST_0167,PRD_102,Consumer Electronics,North-East,Physical Retail Store,3,48249.0,48249.0,0.0,0.0,144747.0,125949.3,18797.7,0,Baseline / None,Retail Standard
TXN_036079,2024-06-23,CST_0707,PRD_113,Consumer Electronics,North,Physical Retail Store,39,30999.0,28922.07,2076.93,6.7,1127960.73,1025358.89,102601.84,0,Baseline / None,B2B SMB
TXN_036080,2024-03-16,CST_0319,PRD_157,Footwear,North-East,E-Commerce Marketplace,4,5629.0,5629.0,0.0,0.0,22516.0,13161.48,9354.52,0,Baseline / None,Retail Standard
TXN_036081,2024-02-11,CST_0279,PRD_147,FMCG & Personal Care,South,E-Commerce Direct,4,1019.0,1019.0,0.0,0.0,4076.0,3284.48,791.52,0,Baseline / None,Retail Silver
TXN_036082,2025-07-15,CST_0247,PRD_102,Consumer Electronics,West,E-Commerce Marketplace,3,48249.0,31072.36,17176.64,35.6,93217.08,130830.17,-37613.09,1,EOSS Clearance,Retail Standard
TXN_036083,2024-08-24,CST_0276,PRD_124,Apparel & Fashion,East,E-Commerce Marketplace,3,1969.0,1969.0,0.0,0.0,5907.0,3402.36,2504.64,0,Baseline / None,Retail Silver
TXN_036084,2025-01-20,CST_0550,PRD_111,Consumer Electronics,Central,Physical Retail Store,4,40739.0,40739.0,0.0,0.0,162956.0,149275.96,13680.04,0,Baseline / None,Retail Standard
TXN_036085,2025-12-31,CST_0492,PRD_139,Home & Kitchen,Central,E-Commerce Direct,46,10229.0,8326.41,1902.59,18.6,383014.86,348860.18,34154.68,0,Baseline / None,B2B SMB
TXN_036086,2024-03-04,CST_0232,PRD_132,Home & Kitchen,North,E-Commerce Direct,3,10929.0,10929.0,0.0,0.0,32787.0,23374.5,9412.5,0,Baseline / None,Retail Silver
TXN_036087,2025-08-21,CST_0541,PRD_164,Footwear,South,E-Commerce Marketplace,3,5049.0,5049.0,0.0,0.0,15147.0,8710.56,6436.44,0,Baseline / None,Retail Standard
TXN_036088,2025-03-20,CST_0664,PRD_126,Apparel & Fashion,North,E-Commerce Marketplace,70,4869.0,3111.29,1757.71,36.1,217790.3,162931.84,54858.46,1,Flash Wednesday,B2B Enterprise
TXN_036089,2024-02-09,CST_0283,PRD_107,Consumer Electronics,Central,Physical Retail Store,3,54529.0,54529.0,0.0,0.0,163587.0,148662.33,14924.67,0,Baseline / None,Retail Standard
TXN_036090,2025-06-11,CST_0135,PRD_139,Home & Kitchen,East,Physical Retail Store,4,10229.0,10229.0,0.0,0.0,40916.0,29383.96,11532.04,0,Baseline / None,Retail Silver
TXN_036091,2024-02-21,CST_0503,PRD_137,Home & Kitchen,North-East,E-Commerce Direct,72,969.0,890.51,78.49,8.1,64116.72,44109.78,20006.94,0,Baseline / None,B2B SMB
TXN_036092,2024-06-08,CST_0018,PRD_158,Footwear,North-East,E-Commerce Marketplace,4,4089.0,4089.0,0.0,0.0,16356.0,9374.24,6981.76,0,Baseline / None,Retail Platinum
TXN_036093,2024-12-03,CST_0548,PRD_157,Footwear,Central,E-Commerce Direct,4,5629.0,4953.52,675.48,12.0,19814.08,12017.67,7796.41,1,Flash Wednesday,Retail Platinum
TXN_036094,2025-01-19,CST_0617,PRD_139,Home & Kitchen,North-East,Quick-Commerce,4,10229.0,10229.0,0.0,0.0,40916.0,32657.24,8258.76,0,Baseline / None,Retail Platinum
TXN_036095,2024-02-10,CST_0224,PRD_168,Beauty & Cosmetics,West,E-Commerce Marketplace,90,3319.0,3040.2,278.8,8.4,273618.0,165616.74,108001.26,0,Baseline / None,B2B SMB
TXN_036096,2024-10-31,CST_0682,PRD_104,Consumer Electronics,Central,Physical Retail Store,3,6129.0,6129.0,0.0,0.0,18387.0,15507.27,2879.73,0,Baseline / None,Retail Platinum
TXN_036097,2024-04-20,CST_0075,PRD_112,Consumer Electronics,North-East,Physical Retail Store,3,20759.0,20759.0,0.0,0.0,62277.0,55636.02,6640.98,0,Baseline / None,Retail Silver
TXN_036098,2025-08-06,CST_0332,PRD_109,Consumer Electronics,West,E-Commerce Direct,2,21519.0,21519.0,0.0,0.0,43038.0,39488.42,3549.58,0,Baseline / None,Retail Silver
